Sentence #,Word,NER Label,,
,,,,
Sentence: 16, distribution, O,,
,,,,
Sentence: 17, They, O,,
,,,,
Sentence: 18, optimize, O,,
,,,,
Sentence: 19, logistics, O,,
,,,,
Sentence: 20, reduce, O,,
,,,,
Sentence: 21, costs, O,,
,,,,
Sentence: 22, and, O,,
,,,,
Sentence: 23, ensure, O,,
,,,,
Sentence: 24, the, O,,
,,,,
Sentence: 25, efficient, O,,
,,,,
Sentence: 26, flow, O,,
,,,,
Sentence: 27, of, O,,
,,,,
Sentence: 28, products, O,,
,,,,
Sentence: 29, or, O,,
,,,,
Sentence: 30, services, O,,
,,,,
Sentence: 31, to, O,,
,,,,
Sentence: 32, meet, O,,
,,,,
Sentence: 33, customer, O,,
,,,,
Sentence: 34, demand, O,,
,,,,
Sentence: 1, Content, B-Designation,,
,,,,
Sentence: 2, SEO, I-Designation,,
,,,,
Sentence: 3, Strategist, I-Designation,,
,,,,
Sentence: 4, Content, O,,
,,,,
Sentence: 5, SEO, O,,
,,,,
Sentence: 6, Strategists, O,,
,,,,
Sentence: 7, create, B-Skills,,
,,,,
Sentence: 8, SEO, I-Skills,,
,,,,
Sentence: 9, strategies, I-Skills,,
,,,,
Sentence: 10, specifically, I-Skills,,
,,,,
Sentence: 11, for, I-Skills,,
,,,,
Sentence: 12, content, I-Skills,,
,,,,
Sentence: 13, focusing, B-Skills,,
,,,,
Sentence: 14, on, I-Skills,,
,,,,
Sentence: 15, keyword, I-Skills,,
,,,,
Sentence: 16, integration, I-Skills,,
,,,,
Sentence: 17, content, I-Skills,,
,,,,
Sentence: 18, quality, I-Skills,,
,,,,
Sentence: 19, and, I-Skills,,
,,,,
Sentence: 20, user, I-Skills,,
,,,,
Sentence: 21, engagement, I-Skills,,
,,,,
Sentence: 22, to, I-Skills,,
,,,,
Sentence: 23, boost, I-Skills,,
,,,,
Sentence: 24, organic, I-Skills,,
,,,,
Sentence: 25, traffic, I-Skills,,
,,,,
Sentence: 1, Benefits, B-Designation,,
,,,,
Sentence: 2, Coordinator, I-Designation,,
,,,,
Sentence: 3, Benefits, O,,
,,,,
Sentence: 4, Coordinators, O,,
,,,,
Sentence: 5, administer, B-Skills,,
,,,,
Sentence: 6, employee, I-Skills,,
,,,,
Sentence: 7, benefit, I-Skills,,
,,,,
Sentence: 8, programs, I-Skills,,
,,,,
Sentence: 9, including, I-Skills,,
,,,,
Sentence: 10, health, I-Skills,,
,,,,
Sentence: 11, insurance, I-Skills,,
,,,,
Sentence: 12, retirement, I-Skills,,
,,,,
Sentence: 13, plans, I-Skills,,
,,,,
Sentence: 14, and, I-Skills,,
,,,,
Sentence: 15, other, I-Skills,,
,,,,
Sentence: 16, perks, I-Skills,,
,,,,
Sentence: 17, They, B-Skills,,
,,,,
Sentence: 18, assist, I-Skills,,
,,,,
Sentence: 19, employees, I-Skills,,
,,,,
Sentence: 20, with, I-Skills,,
,,,,
Sentence: 21, benefit, I-Skills,,
,,,,
Sentence: 22, inquiries, I-Skills,,
,,,,
Sentence: 23, and, I-Skills,,
,,,,
Sentence: 24, ensure, I-Skills,,
,,,,
Sentence: 25, compliance, I-Skills,,
,,,,
Sentence: 26, with, I-Skills,,
,,,,
Sentence: 27, benefit, I-Skills,,
,,,,
Sentence: 28, policies, I-Skills,,
,,,,
Sentence: 1, Content, B-Designation,,
,,,,
Sentence: 2, Strategist, I-Designation,,
,,,,
Sentence: 3, Content, O,,
,,,,
Sentence: 4, Strategists, O,,
,,,,
Sentence: 5, develop, B-Skills,,
,,,,
Sentence: 6, and, I-Skills,,
,,,,
Sentence: 7, execute, I-Skills,,
,,,,
Sentence: 8, content, I-Skills,,
,,,,
Sentence: 9, strategies, I-Skills,,
,,,,
Sentence: 10, that, I-Skills,,
,,,,
Sentence: 11, align, I-Skills,,
,,,,
Sentence: 12, with, I-Skills,,
,,,,
Sentence: 13, business, B-Skills,,
,,,,
Sentence: 14, objectives, I-Skills,,
,,,,
Sentence: 15, They, B-Skills,,
,,,,
Sentence: 16, plan, I-Skills,,
,,,,
Sentence: 17, content, I-Skills,,
,,,,
Sentence: 18, creation, I-Skills,,
,,,,
Sentence: 19, distribution, I-Skills,,
,,,,
Sentence: 20, and, I-Skills,,
,,,,
Sentence: 21, promotion, I-Skills,,
,,,,
Sentence: 22, to, I-Skills,,
,,,,
Sentence: 23, engage, I-Skills,,
,,,,
Sentence: 24, audiences, I-Skills,,
,,,,
Sentence: 25, and, I-Skills,,
,,,,
Sentence: 26, drive, I-Skills,,
,,,,
Sentence: 27, brand, I-Skills,,
,,,,
Sentence: 28, growth, I-Skills,,
,,,,
Sentence: 1, Mobile, B-Designation,,
,,,,
Sentence: 2, App, I-Designation,,
,,,,
Sentence: 3, Developer, I-Designation,,
,,,,
Sentence: 4, Mobile, O,,
,,,,
Sentence: 5, App, O,,
,,,,
Sentence: 6, Developers, O,,
,,,,
Sentence: 7, design, B-Skills,,
,,,,
Sentence: 8, and, I-Skills,,
,,,,
Sentence: 9, develop, I-Skills,,
,,,,
Sentence: 10, mobile, I-Skills,,
,,,,
Sentence: 11, applications, I-Skills,,
,,,,
Sentence: 12, for, I-Skills,,
,,,,
Sentence: 13, various, I-Skills,,
,,,,
Sentence: 14, platforms, I-Skills,,
,,,,
Sentence: 15, They, B-Skills,,
,,,,
Sentence: 16, collaborate, I-Skills,,
,,,,
Sentence: 17, with, I-Skills,,
,,,,
Sentence: 18, cross-functional, I-Skills,,
,,,,
Sentence: 19, teams, I-Skills,,
,,,,
Sentence: 20, to, I-Skills,,
,,,,
Sentence: 21, create, I-Skills,,
,,,,
Sentence: 22, user-friendly, I-Skills,,
,,,,
Sentence: 23, and, I-Skills,,
,,,,
Sentence: 24, functional, I-Skills,,
,,,,
Sentence: 25, mobile, I-Skills,,
,,,,
Sentence: 26, apps, I-Skills,,
,,,,
Sentence: 27, that, I-Skills,,
,,,,
Sentence: 28, meet, I-Skills,,
,,,,
Sentence: 29, user, I-Skills,,
,,,,
Sentence: 30, needs, I-Skills,,
,,,,
Sentence: 1, Social, B-Designation,,
,,,,
Sentence: 2, Media, I-Designation,,
,,,,
Sentence: 3, Strategist, I-Designation,,
,,,,
Sentence: 4, Social, O,,
,,,,
Sentence: 5, Media, O,,
,,,,
Sentence: 6, Strategists, O,,
,,,,
Sentence: 7, develop, B-Skills,,
,,,,
Sentence: 8, and, I-Skills,,
,,,,
Sentence: 9, execute, I-Skills,,
,,,,
Sentence: 10, social, I-Skills,,
,,,,
Sentence: 11, media, I-Skills,,
,,,,
Sentence: 12, strategies, I-Skills,,
,,,,
Sentence: 13, to, I-Skills,,
,,,,
Sentence: 14, achieve, I-Skills,,
,,,,
Sentence: 15, marketing, I-Skills,,
,,,,
Sentence: 16, goals, I-Skills,,
,,,,
Sentence: 17, They, B-Skills,,
,,,,
Sentence: 18, analyze, I-Skills,,
,,,,
Sentence: 19, social, I-Skills,,
,,,,
Sentence: 20, media, I-Skills,,
,,,,
Sentence: 21, trends, I-Skills,,
,,,,
Sentence: 22, create, B-Skills,,
,,,,
Sentence: 23, content, I-Skills,,
,,,,
Sentence: 24, calendars, I-Skills,,
,,,,
Sentence: 25, and, I-Skills,,
,,,,
Sentence: 26, measure, I-Skills,,
,,,,
Sentence: 27, the, I-Skills,,
,,,,
Sentence: 28, effectiveness, I-Skills,,
,,,,
Sentence: 29, of, I-Skills,,
,,,,
Sentence: 30, social, I-Skills,,
,,,,
Sentence: 31, media, I-Skills,,
,,,,
Sentence: 32, campaigns, I-Skills,,
Sentence: 1, Event, B-Designation,,
Sentence: 2, Coordinator, I-Designation,,
Sentence: 3, Corporate, B-Designation,,
Sentence: 4, Event, I-Designation,,
Sentence: 5, Coordinator, I-Designation,,
Sentence: 6, Coordinate, B-Responsibility,,
Sentence: 7, corporate, I-Responsibility,,
Sentence: 8, events, I-Responsibility,,
Sentence: 9, conferences, I-Responsibility,,
Sentence: 10, and, I-Responsibility,,
Sentence: 11, meetings, I-Responsibility,,
Sentence: 12, handle, B-Responsibility,,
Sentence: 13, logistics, I-Responsibility,,
Sentence: 14, and, I-Responsibility,,
Sentence: 15, ensure, I-Responsibility,,
Sentence: 16, a, I-Responsibility,,
Sentence: 17, seamless, I-Responsibility,,
Sentence: 18, experience, I-Responsibility,,
Sentence: 19, for, I-Responsibility,,
Sentence: 20, attendees, I-Responsibility,,
,,,,
Sentence: 1, Human, B-Designation,,
Sentence: 2, Resources, I-Designation,,
Sentence: 3, Manager, I-Designation,,
Sentence: 4, Employee, B-Designation,,
Sentence: 5, Relations, I-Designation,,
Sentence: 6, Specialist, I-Designation,,
Sentence: 7, Employee, B-Skill_Required,,
Sentence: 8, Relations, I-Skill_Required,,
Sentence: 9, Specialists, I-Skill_Required,,
Sentence: 10, focus, B-Responsibility,,
Sentence: 11, on, I-Responsibility,,
Sentence: 12, maintaining, I-Responsibility,,
Sentence: 13, positive, I-Responsibility,,
Sentence: 14, relationships, I-Responsibility,,
Sentence: 15, between, I-Responsibility,,
Sentence: 16, employees, I-Responsibility,,
Sentence: 17, and, I-Responsibility,,
Sentence: 18, the, I-Responsibility,,
Sentence: 19, organization, I-Responsibility,,
Sentence: 20, They, B-Responsibility,,
Sentence: 21, address, I-Responsibility,,
Sentence: 22, workplace, I-Responsibility,,
Sentence: 23, issues, I-Responsibility,,
Sentence: 24, conduct, I-Responsibility,,
Sentence: 25, investigations, I-Responsibility,,
Sentence: 26, mediate, I-Responsibility,,
Sentence: 27, conflicts, I-Responsibility,,
Sentence: 28, and, I-Responsibility,,
Sentence: 29, promote, I-Responsibility,,
Sentence: 30, a, I-Responsibility,,
Sentence: 31, healthy, I-Responsibility,,
Sentence: 32, and, I-Responsibility,,
Sentence: 33, productive, I-Responsibility,,
Sentence: 34, work, I-Responsibility,,
Sentence: 35, environment, I-Responsibility,,
,,,,
Sentence: 1, Investment, B-Designation,,
Sentence: 2, Analyst, I-Designation,,
Sentence: 3, Portfolio, B-Designation,,
Sentence: 4, Manager, I-Designation,,
Sentence: 5, A, O,,
Sentence: 6, Portfolio, B-Skill_Required,,
Sentence: 7, Manager, I-Skill_Required,,
Sentence: 8, oversees, B-Responsibility,,
Sentence: 9, investment, I-Responsibility,,
Sentence: 10, portfolios, I-Responsibility,,
Sentence: 11, making, B-Responsibility,,
Sentence: 12, decisions, I-Responsibility,,
Sentence: 13, to, I-Responsibility,,
Sentence: 14, maximize, I-Responsibility,,
Sentence: 15, returns, I-Responsibility,,
Sentence: 16, and, I-Responsibility,,
Sentence: 17, minimize, I-Responsibility,,
Sentence: 18, risks, I-Responsibility,,
Sentence: 19, They, B-Responsibility,,
Sentence: 20, analyze, I-Responsibility,,
Sentence: 21, financial, I-Responsibility,,
Sentence: 22, markets, I-Responsibility,,
Sentence: 23, and, I-Responsibility,,
Sentence: 24, adjust, I-Responsibility,,
Sentence: 25, asset, I-Responsibility,,
Sentence: 26, allocations, I-Responsibility,,
Sentence: 27, accordingly, I-Responsibility,,
,,,,
Sentence: 1, Digital, B-Designation,,
Sentence: 2, Marketing, I-Designation,,
Sentence: 3, Specialist, I-Designation,,
Sentence: 4, Social, B-Designation,,
Sentence: 5, Media, I-Designation,,
Sentence: 6, Manager, I-Designation,,
Sentence: 7, Social, B-Skill_Required,,
Sentence: 8, Media, I-Skill_Required,,
Sentence: 9, Managers, I-Skill_Required,,
Sentence: 10, oversee, B-Responsibility,,
Sentence: 11, an, I-Responsibility,,
Sentence: 12, organization’s, I-Responsibility,,
Sentence: 13, social, I-Responsibility,,
Sentence: 14, media, I-Responsibility,,
Sentence: 15, presence, I-Responsibility,,
Sentence: 16, They, B-Responsibility,,
Sentence: 17, create, I-Responsibility,,
Sentence: 18, and, I-Responsibility,,
Sentence: 19, schedule, I-Responsibility,,
Sentence: 20, content, I-Responsibility,,
Sentence: 21, engage, B-Responsibility,,
Sentence: 22, with, I-Responsibility,,
Sentence: 23, followers, I-Responsibility,,
Sentence: 24, and, I-Responsibility,,
Sentence: 25, analyze, I-Responsibility,,
Sentence: 26, social, I-Responsibility,,
Sentence: 27, media, I-Responsibility,,
Sentence: 28, metrics, I-Responsibility,,
Sentence: 29, to, I-Responsibility,,
Sentence: 30, drive, I-Responsibility,,
Sentence: 31, brand, I-Responsibility,,
Sentence: 32, awareness, I-Responsibility,,
Sentence: 33, and, I-Responsibility,,
Sentence: 34, engagement, I-Responsibility,,
,,,,
Sentence: 1, Psychologist, B-Designation,,
Sentence: 2, School, B-Designation,,
Sentence: 3, Psychologist, I-Designation,,
Sentence: 4, School, B-Skill_Required,,
Sentence: 5, Psychologists, I-Skill_Required,,
Sentence: 6, work, B-Responsibility,,
Sentence: 7, in, I-Responsibility,,
Sentence: 8, educational,,,
Sentence: 1, Network, B-Designation,,
Sentence: 2, Technician, I-Designation,,
Sentence: 3, Network, B-Designation,,
Sentence: 4, Support, I-Designation,,
Sentence: 5, Specialist, I-Designation,,
Sentence: 6, Network, B-Skill_Required,,
Sentence: 7, Support, I-Skill_Required,,
Sentence: 8, Specialists, I-Skill_Required,,
Sentence: 9, provide, B-Responsibility,,
Sentence: 10, technical, I-Responsibility,,
Sentence: 11, support, I-Responsibility,,
Sentence: 12, for, I-Responsibility,,
Sentence: 13, computer, I-Responsibility,,
Sentence: 14, networks, I-Responsibility,,
Sentence: 15, They, B-Action,,
Sentence: 16, troubleshoot, I-Action,,
Sentence: 17, issues, I-Action,,
Sentence: 18, maintain, B-Responsibility,,
Sentence: 19, network, I-Responsibility,,
Sentence: 20, infrastructure, I-Responsibility,,
Sentence: 21, and, I-Responsibility,,
Sentence: 22, ensure, I-Responsibility,,
Sentence: 23, reliable, I-Responsibility,,
Sentence: 24, network, I-Responsibility,,
Sentence: 25, performance, I-Responsibility,,
,,,,
Sentence: 1, Administrative, B-Designation,,
Sentence: 2, Assistant, I-Designation,,
Sentence: 3, Data, B-Designation,,
Sentence: 4, Entry, I-Designation,,
Sentence: 5, Specialist, I-Designation,,
Sentence: 6, Accurately, B-Responsibility,,
Sentence: 7, input, I-Responsibility,,
Sentence: 8, and, I-Responsibility,,
Sentence: 9, maintain, I-Responsibility,,
Sentence: 10, data, I-Responsibility,,
Sentence: 11, in, I-Responsibility,,
Sentence: 12, databases, I-Responsibility,,
Sentence: 13, or, I-Responsibility,,
Sentence: 14, spreadsheets, I-Responsibility,,
Sentence: 15, ensuring, B-Responsibility,,
Sentence: 16, data, I-Responsibility,,
Sentence: 17, integrity, I-Responsibility,,
Sentence: 18, and, I-Responsibility,,
Sentence: 19, organization, I-Responsibility,,
,,,,
Sentence: 1, Marketing, B-Designation,,
Sentence: 2, Coordinator, I-Designation,,
Sentence: 3, Marketing, B-Designation,,
Sentence: 4, Specialist, I-Designation,,
Sentence: 5, Marketing, B-Skill_Required,,
Sentence: 6, Specialists, I-Skill_Required,,
Sentence: 7, develop, B-Responsibility,,
Sentence: 8, and, I-Responsibility,,
Sentence: 9, implement, I-Responsibility,,
Sentence: 10, marketing, I-Responsibility,,
Sentence: 11, campaigns, I-Responsibility,,
Sentence: 12, analyze, B-Responsibility,,
Sentence: 13, market, I-Responsibility,,
Sentence: 14, trends, I-Responsibility,,
Sentence: 15, and, I-Responsibility,,
Sentence: 16, promote, B-Responsibility,,
Sentence: 17, products, I-Responsibility,,
Sentence: 18, or, I-Responsibility,,
Sentence: 19, services, I-Responsibility,,
Sentence: 20, to, I-Responsibility,,
Sentence: 21, target, I-Responsibility,,
Sentence: 22, audiences, I-Responsibility,,
,,,,
Sentence: 1, Supply, B-Designation,,
Sentence: 2, Chain, I-Designation,,
Sentence: 3, Analyst, I-Designation,,
Sentence: 4, Logistics, B-Designation,,
Sentence: 5, Analyst, I-Designation,,
Sentence: 6, A, O,,
Sentence: 7, Logistics, B-Skill_Required,,
Sentence: 8, Analyst, I-Skill_Required,,
Sentence: 9, analyzes, B-Responsibility,,
Sentence: 10, and, I-Responsibility,,
Sentence: 11, optimizes, I-Responsibility,,
Sentence: 12, logistics, I-Responsibility,,
Sentence: 13, and, I-Responsibility,,
Sentence: 14, supply, I-Responsibility,,
Sentence: 15, chain, I-Responsibility,,
Sentence: 16, operations, I-Responsibility,,
Sentence: 17, identifying, B-Responsibility,,
Sentence: 18, cost-saving, I-Responsibility,,
Sentence: 19, opportunities, I-Responsibility,,
Sentence: 20, improving, B-Responsibility,,
Sentence: 21, transportation, I-Responsibility,,
Sentence: 22, efficiency, I-Responsibility,,
Sentence: 23, and, I-Responsibility,,
Sentence: 24, enhancing, B-Responsibility,,
Sentence: 25, supply, I-Responsibility,,
Sentence: 26, chain, I-Responsibility,,
Sentence: 27, performance, I-Responsibility,,
,,,,
Sentence: 1, Copywriter, B-Designation,,
Sentence: 2, Technical, B-Designation,,
Sentence: 3, Copywriter, I-Designation,,
Sentence: 4, Technical, B-Skill_Required,,
Sentence: 5, Copywriters, I-Skill_Required,,
Sentence: 6, create, B-Responsibility,,
Sentence: 7, content, I-Responsibility,,
Sentence: 8, that, O,,
Sentence: 9, explains, B-Responsibility,,
Sentence: 10, complex, I-Responsibility,,
Sentence: 11, technical, I-Responsibility,,
Sentence: 12, concepts, I-Responsibility,,
Sentence: 13, in, O,,
Sentence: 14, a, O,,
Sentence: 15, clear, I-Responsibility,,
Sentence: 16, and, I-Responsibility,,
Sentence: 17, accessible, I-Responsibility,,
Sentence: 18, manner, I-Responsibility,,
Sentence: 19, They, B-Action,,
Sentence: 20, often, I-Action,,
Sentence: 21, write, I-Action,,
Sentence: 22, user, B-Responsibility,,
Sentence: 23, manuals, I-Responsibility,,
Sentence: 24, product, B-Responsibility,,
Sentence: 25, documentation, I-Responsibility,,
Sentence: 26, and, I-Responsibility,,
Sentence: 27, technical, B-Responsibility,,
Sentence: 28, guides, I-Responsibility,,
Sentence: 29, to, O,,
Sentence: 30, assist, I-Responsibility,,
Sentence: 31, users, I-Responsibility,,
Sentence: 32, and, I-Responsibility,,
Sentence: 33, customers, I-Responsibility,,
,,,,
Sentence: 1, Interior, B-Designation,,
Sentence: 2, Designer, I-Designation,,
Sentence: 3, Hospitality, B-Designation,,
Sentence: 4, Interior, I-Designation,,
Sentence: 5, Designer, I-Designation,,
Sentence: 6, A, O,,
Sentence: 7, Hospitality, B-Skill_Required,,
Sentence: 8, Interior, I-Skill_Required,,
Sentence: 9, Designer, I-Skill_Required,,
Sentence: 10, specializes, B-Responsibility,,
Sentence: 11, in, I-Responsibility,,
Sentence: 12, creating, I-Responsibility,,
Sentence: 13, inviting, I-Responsibility,,
Sentence: 14, and, I-Responsibility,,
Sentence: 15, functional, I-Responsibility,,
Sentence: 16, interiors, I-Responsibility,,
Sentence: 17, for, I-Responsibility,,
Sentence: 18, hotels, I-Responsibility,,
Sentence: 19, restaurants, I-Responsibility,,
Sentence: 20, and, I-Responsibility,,
Sentence: 21, other, I-Responsibility,,
Sentence: 22, hospitality, I-Responsibility,,
Sentence: 23, establishments, I-Responsibility,,
,,,,
Sentence: 1, Procurement, B-Designation,,
Sentence: 2, Specialist, I-Designation,,
Sentence: 3, Procurement, B-Designation,,
Sentence: 4, Manager, I-Designation,,
Sentence: 5, Procurement, B-Skill_Required,,
Sentence: 6, Managers, I-Skill_Required,,
Sentence: 7, oversee, B-Responsibility,,
Sentence: 8, procurement, I-Responsibility,,
Sentence: 9, processes, I-Responsibility,,
Sentence: 10, managing, B-Responsibility,,
Sentence: 11, vendor, I-Responsibility,,
Sentence: 12, relationships, I-Responsibility,,
Sentence: 13, negotiating, B-Responsibility,,
Sentence: 14, contracts, I-Responsibility,,
Sentence: 15, and, I-Responsibility,,
Sentence: 16, ensuring, B-Responsibility,,
Sentence: 17, cost-effective, I-Responsibility,,
Sentence: 18, purchasing, I-Responsibility,,
Sentence: 19, of, I-Responsibility,,
Sentence: 20, goods, I-Responsibility,,
Sentence: 21, and, I-Responsibility,,
Sentence: 22, services, I-Responsibility,,
,,,,
Sentence: 1, Investment, B-Designation,,
Sentence: 2, Banker, I-Designation,,
Sentence: 3, Investment, B-Designation,,
Sentence: 4, Portfolio, I-Designation,,
Sentence: 5, Manager, I-Designation,,
Sentence: 6, An, O,,
Sentence: 7, Investment, B-Role,,
Sentence: 8, Portfolio, I-Role,,
Sentence: 9, Manager, I-Role,,
Sentence: 10, manages, B-Responsibility,,
Sentence: 11, investment, B-Skill,,
Sentence: 12, portfolios, I-Skill,,
Sentence: 13, making, B-Responsibility,,
Sentence: 14, investment, B-Skill,,
Sentence: 15, decisions, I-Skill,,
Sentence: 16, monitoring, B-Responsibility,,
Sentence: 17, performance, I-Responsibility,,
Sentence: 18, and, O,,
Sentence: 19, optimizing, B-Responsibility,,
Sentence: 20, asset, B-Skill,,
Sentence: 21, allocation, I-Skill,,
Sentence: 22, for, O,,
Sentence: 23, clients, O,,
Sentence: 24, or, O,,
Sentence: 25, the, O,,
Sentence: 26, organization, O,,
,,,,
Sentence: 27, Back-End, B-Designation,,
Sentence: 28, Developer, I-Designation,,
Sentence: 29, API, B-Designation,,
Sentence: 30, Developer, I-Designation,,
Sentence: 31, An, O,,
Sentence: 32, API, B-Role,,
Sentence: 33, Developer, I-Role,,
Sentence: 34, creates, B-Responsibility,,
Sentence: 35, and, O,,
Sentence: 36, maintains, I-Responsibility,,
Sentence: 37, application, B-Skill,,
Sentence: 38, programming, I-Skill,,
Sentence: 39, interfaces, I-Skill,,
Sentence: 40, (APIs), I-Skill,,
Sentence: 41, that, O,,
Sentence: 42, enable, B-Responsibility,,
Sentence: 43, data, B-Skill,,
Sentence: 44, exchange, I-Skill,,
Sentence: 45, between, O,,
Sentence: 46, different, O,,
Sentence: 47, software, B-Skill,,
Sentence: 48, applications, I-Skill,,
Sentence: 49, or, O,,
Sentence: 50, systems, I-Skill,,
,,,,
Sentence: 51, Wedding, B-Designation,,
Sentence: 52, Planner, I-Designation,,
Sentence: 53, Wedding, B-Designation,,
Sentence: 54, Designer, I-Designation,,
Sentence: 55, A, O,,
Sentence: 56, Wedding, B-Role,,
Sentence: 57, Designer, I-Role,,
Sentence: 58, specializes, B-Responsibility,,
Sentence: 59, in, O,,
Sentence: 60, creating, B-Responsibility,,
Sentence: 61, visually, I-Responsibility,,
Sentence: 62, appealing, I-Responsibility,,
Sentence: 63, wedding, B-Skill,,
Sentence: 64, designs, I-Skill,,
Sentence: 65, and, O,,
Sentence: 66, décor, I-Skill,,
,,,,
Sentence: 1, Physician, B-Designation,,
Sentence: 2, Assistant, I-Designation,,
Sentence: 3, Emergency, B-Designation,,
Sentence: 4, Medicine, I-Designation,,
Sentence: 5, Physician, I-Designation,,
Sentence: 6, Assistant, I-Designation,,
Sentence: 7, Work, B-Responsibility,,
Sentence: 8, in, O,,
Sentence: 9, emergency, B-Skill,,
Sentence: 10, departments, I-Skill,,
Sentence: 11, diagnose, B-Responsibility,,
Sentence: 12, and, O,,
Sentence: 13, treat, I-Responsibility,,
Sentence: 14, acute, B-Skill,,
Sentence: 15, medical, I-Skill,,
Sentence: 16, conditions, I-Skill,,
Sentence: 17, and, O,,
Sentence: 18, provide, B-Responsibility,,
Sentence: 19, urgent, I-Responsibility,,
Sentence: 20, care, I-Responsibility,,
,,,,
Sentence: 21, Software, B-Designation,,
Sentence: 22, Engineer, I-Designation,,
Sentence: 23, DevOps, B-Designation,,
Sentence: 24, Engineer, I-Designation,,
Sentence: 25, DevOps, B-Role,,
Sentence: 26, Engineers, I-Role,,
Sentence: 27, focus, B-Responsibility,,
Sentence: 28, on, O,,
Sentence: 29, automating, B-Responsibility,,
Sentence: 30, and, O,,
Sentence: 31, streamlining, I-Responsibility,,
Sentence: 32, the, O,,
Sentence: 33, development, B-Skill,,
Sentence: 34, and, O,,
Sentence: 35, deployment, I-Skill,,
Sentence: 36, processes, I-Skill,,
Sentence: 37, They, O,,
Sentence: 38, work, B-Responsibility,,
Sentence: 39, to, O,,
Sentence: 40, improve, B-Responsibility,,
Sentence: 41, collaboration, I-Responsibility,,
Sentence: 42, between, O,,
Sentence: 43, development, B-Skill,,
Sentence: 44, and, O,,
Sentence: 45, IT, I-Skill,,
Sentence: 46, operations, I-Skill,,
Sentence: 47, implementing, B-Responsibility,,
Sentence: 48, tools, I-Responsibility,,
Sentence: 49, and, O,,
Sentence: 50, practices, I-Responsibility,,
Sentence: 51, for, O,,
Sentence: 52, continuous, B-Skill,,
Sentence: 53, integration, I-Skill,,
Sentence: 54, and, O,,
Sentence: 55, continuous, B-Skill,,
Sentence: 56, delivery, I-Skill,,
Sentence: 57, (CI/CD), I-Skill,,
,,,,
Sentence: 58, Speech, B-Designation,,
Sentence: 59, Therapist, I-Designation,,
Sentence: 60, Pediatric, B-Designation,,
Sentence: 61, Speech, I-Designation,,
Sentence: 62, Therapist, I-Designation,,
Sentence: 63, Pediatric, B-Role,,
Sentence: 64, Speech, I-Role,,
Sentence: 65, Therapists, I-Role,,
Sentence: 66, provide, B-Responsibility,,
Sentence: 67, speech, B-Skill,,
Sentence: 68, therapy, I-Skill,,
Sentence: 69, to, O,,
Sentence: 70, children, O,,
Sentence: 71, with, O,,
Sentence: 72, speech, B-Skill,,
Sentence: 73, and, O,,
Sentence: 74, language, I-Skill,,
Sentence: 75, disorders, I-Skill,,
Sentence: 76, They, O,,
Sentence: 77, assess, B-Responsibility,,
Sentence: 78, and, O,,
Sentence: 79, treat, I-Responsibility,,
Sentence: 80, communication, B-Skill,,
Sentence: 81, difficulties, I-Skill,,
Sentence: 82, to, O,,
Sentence: 83, improve, B-Responsibility,,
Sentence: 84, language, I-Responsibility,,
Sentence: 85, skills, I-Responsibility,,
,,,,
Sentence: 86, Dental, B-Designation,,
Sentence: 87, Hygienist, I-Designation,,
Sentence: 88, Dental, B-Designation,,
Sentence: 89, Hygiene, I-Designation,,
Sentence: 90, Educator, I-Designation,,
Sentence: 91, A, O,,
Sentence: 92, Dental, B-Role,,
Sentence: 93, Hygiene, I-Role,,
Sentence: 94, Educator, I-Role,,
Sentence: 95, teaches, B-Responsibility,,
Sentence: 96, dental, B-Skill,,
Sentence: 97, hygiene, I-Skill,,
Sentence: 98, practices, I-Skill,,
Sentence: 99, and, O,,
Sentence: 100, oral, B-Skill,,
Sentence: 101, health, I-Skill,,
Sentence: 102, to, O,,
Sentence: 103, students, O,,
Sentence: 104, or, O,,
Sentence: 105, the, O,,
Sentence: 106, community, O,,
Sentence: 107, They, O,,
Sentence: 108, promote, B-Responsibility,,
Sentence: 109, preventive, I-Responsibility,,
Sentence: 110, care, I-Responsibility,,
Sentence: 111, and, O,,
Sentence: 112, raise, B-Responsibility,,
Sentence: 113, awareness, I-Responsibility,,
Sentence: 114, about, O,,
Sentence: 115, dental, B-Skill,,
Sentence: 116, health, I-Skill,,
,,,,
Sentence: 117, Financial, B-Designation,,
Sentence: 118, Analyst, I-Designation,,
Sentence: 119, Financial, B-Designation,,
Sentence: 120, Planner, I-Designation,,
Sentence: 121, Financial, B-Role,,
Sentence: 122, Planners, I-Role,,
Sentence: 123, help, B-Responsibility,,
Sentence: 124, clients, O,,
Sentence: 125, achieve, B-Responsibility,,
Sentence: 126, their, O,,
Sentence: 127, financial, B-Skill,,
Sentence: 128, goals, I-Skill,,
Sentence: 129, by, O,,
Sentence: 130, providing, B-Responsibility,,
Sentence: 131, personalized, I-Responsibility,,
Sentence: 132, financial, I-Skill,,
Sentence: 133, advice, I-Skill,,
Sentence: 134, and, O,,
Sentence: 135, investment, I-Skill,,
Sentence: 136, strategies, I-Skill,,
Sentence: 137, They, O,,
Sentence: 138, assess, B-Responsibility,,
Sentence: 139, clients, O,,
Sentence: 140, financial, B-Skill,,
Sentence: 141, situations, I-Skill,,
Sentence: 142, develop, B-Responsibility,,
Sentence: 143, financial, I-Skill,,
Sentence: 144, plans, I-Skill,,
Sentence: 145, and, O,,
